index,date,DESIRED_YAW,MAX_YAW
0,1782666859017,0,0
1,1782666859017,0,0
2,1782666859052,0,0
3,1782666859782,0,0
4,1782666860097,0,0
5,1782666861497,0,0
6,1782666865615,0,0
7,1782666865982,0,0
8,1782666866514,0,0
9,1782666866797,0,0
10,1782666867214,0,0
11,1782666867448,0,0
12,1782666867882,0,0
13,1782666868648,0,0
14,1782666868817,0,0
15,1782666869132,0,0
16,1782666869499,0,0
17,1782666869833,0,0
18,1782666870165,0,0
19,1782666871115,0,0
20,1782666871499,0,0
21,1782666871782,0,0
22,1782666872115,0,0
23,1782666872465,0,0
24,1782666872815,0,0
25,1782666873116,0,0
26,1782666873332,0,0
27,1782666873799,0,0
28,1782666874132,0,0
29,1782666874449,0,0
30,1782666874883,0,0
31,1782666875148,0,0
32,1782666876287,0,0
33,1782666876615,0,0
34,1782666876897,0,0
35,1782666880098,0,0
36,1782666880465,0,0
37,1782666880715,0,0
38,1782666881248,0,0
39,1782666881531,0,0
40,1782666881882,0,0
41,1782666882198,0,0
42,1782666882565,0,0
43,1782666883398,0,0
44,1782666885215,0,0
45,1782666885532,0,0
46,1782666886432,0,0
47,1782666886633,0,0
48,1782666887048,0,0
49,1782666887299,0,0
50,1782666887581,0,0
51,1782666887982,0,0
52,1782666888131,0,0
53,1782666888415,0,0
54,1782666888765,0,0
55,1782666889098,0,0
56,1782666889431,0,0
57,1782666889765,0,0
58,1782666890899,0,0
59,1782666892033,0,0
60,1782666892398,0,0
61,1782666892967,0,0
62,1782666894399,0,0
63,1782666894666,0,0
64,1782666895015,0,0
65,1782666895282,0,0
66,1782666902300,0,0
67,1782666902615,0,0
68,1782666902882,0,0
69,1782666903817,0,0
70,1782666904200,0,0
71,1782666904801,0,0
72,1782666905600,0,0
73,1782666909148,0,0
74,1782666909482,0,0
75,1782666909782,0,0
76,1782666910098,0,0
77,1782666911165,0,0
78,1782666911515,0,0
79,1782666911882,0,0
80,1782666912232,0,0
81,1782666912498,0,0
82,1782666912765,0,0
83,1782666912932,0,0
84,1782666913299,0,0
85,1782666913682,0,0
86,1782666916850,0,0
87,1782666917165,0,0
88,1782666917550,0,0
89,1782666918315,0,0
90,1782666919582,0,0
91,1782666919784,0,0
92,1782666922787,0,0
93,1782666923366,0,0
94,1782666923582,0,0
95,1782666924166,0,0
96,1782666924499,0,0
97,1782666925299,0,0
98,1782666929449,0,0
99,1782666929733,0,0
100,1782666931483,0,0
101,1782666931766,0,0
102,1782666932066,0,0
103,1782666933200,0,0
104,1782666933549,0,0
105,1782666933867,0,0
106,1782666934149,0,0
107,1782666934466,0,0
108,1782666934800,0,0
109,1782666935266,0,0
110,1782666935616,0,0
111,1782666935915,0,0
112,1782666936500,0,0
113,1782666936816,0,0
114,1782666937149,0,0
115,1782666937316,0,0
116,1782666937583,0,0
117,1782666937949,0,0
118,1782666938283,0,0
119,1782666941866,0,0
120,1782666943866,0,0
121,1782666944200,0,0
122,1782666944516,0,0
123,1782666947366,0,0
124,1782666947667,0,0
125,1782666948283,0,0
126,1782666949499,0,0
127,1782666949666,0,0
128,1782666950182,0,0
129,1782666950433,0,0
130,1782666950782,0,0
131,1782666951183,0,0
132,1782666951516,0,0
133,1782666951800,0,0
134,1782666952050,0,0
135,1782666952250,0,0
136,1782666952599,0,0
137,1782666952967,0,0
138,1782666955867,0,0
139,1782666956199,0,0
140,1782666956500,0,0
141,1782666956799,0,0
142,1782666957299,0,0
143,1782666957983,0,0
144,1782666958366,0,0
145,1782666959567,0,0
146,1782666959834,0,0
147,1782666960150,0,0
148,1782666960416,0,0
149,1782666962483,0,0
150,1782666965616,0,0
151,1782666966285,0,0
152,1782666966620,0,0
153,1782666966800,0,0
154,1782666967100,0,0
155,1782666967417,0,0
156,1782666967683,0,0
157,1782666968067,0,0
158,1782666968752,0,0
159,1782666969367,0,0
160,1782666969550,0,0
161,1782666969900,0,0
162,1782666970217,0,0
163,1782666971951,0,0
164,1782666972218,0,0
165,1782666972552,0,0
166,1782666974568,0,0
167,1782666975133,0,0
168,1782666975437,0,0
169,1782666976033,0,0
170,1782666976683,0,0
171,1782666976802,0,0
172,1782666977116,0,0
173,1782666977466,0,0
174,1782666979533,0,0
175,1782666980953,0,0
176,1782666981287,0,0
177,1782666982133,0,0
178,1782666982534,0,0
179,1782666982900,0,0
180,1782666983217,0,0
181,1782666984252,0,0
182,1782666984651,0,0
183,1782666987851,0,0
184,1782666988452,0,0
185,1782666988801,0,0
186,1782666989917,0,0
187,1782666990234,0,0
188,1782666990600,0,0
189,1782666990900,0,0
190,1782666991234,0,0
191,1782666991534,0,0
192,1782666991752,0,0
193,1782666992119,0,0
194,1782666994150,0,0
195,1782666996516,0,0
196,1782666996702,0,0
197,1782666996967,0,0
198,1782666997267,0,0
199,1782666997583,0,0
200,1782666998551,0,0
201,1782666998818,0,0
202,1782666999253,0,0
203,1782666999551,0,0
204,1782666999851,0,0
205,1782667000101,0,0
206,1782667000434,0,0
207,1782667000786,0,0
208,1782667002452,0,0
209,1782667002818,0,0
210,1782667003151,0,0
211,1782667003500,0,0
212,1782667003700,0,0
213,1782667003917,0,0
214,1782667004333,0,0
215,1782667004967,0,0
216,1782667006402,0,0
217,1782667006667,0,0
218,1782667010188,0,0
219,1782667010518,0,0
220,1782667010951,0,0
221,1782667011068,0,0
222,1782667011433,0,0
223,1782667011767,0,0
224,1782667012017,0,0
225,1782667012384,0,0
226,1782667433909,0,0
227,1782667435426,0,0
228,1782667436159,0,0
229,1782667436308,0,0
230,1782667437158,0,0
231,1782667437290,0,0
232,1782667437957,0,0
233,1782667438106,0,0
234,1782667438857,0,0
235,1782667439690,0,0
236,1782667439756,0,0
237,1782667440657,0,0
238,1782667440957,0,0
239,1782667442375,0,0
240,1782667442707,0,0
241,1782667444841,0,0
242,1782667445142,0,0
243,1782667445907,0,0
244,1782667446274,0,0
245,1782667446557,0,0
246,1782667448059,0,0
247,1782667449890,0,0
248,1782667450174,0,0
249,1782667451291,0,0
250,1782667451658,0,0
251,1782667452024,0,0
252,1782667452374,0,0
253,1782667452675,0,0
254,1782667452808,0,0
255,1782667453091,0,0
256,1782667453357,0,0
257,1782667453740,0,0
258,1782667454125,0,0
259,1782667454691,0,0
260,1782667455341,0,0
261,1782667455508,0,0
262,1782667455741,0,0
263,1782667456342,0,0
264,1782667456674,0,0
265,1782667457008,0,0
266,1782667457340,0,0
267,1782667457658,0,0
268,1782667457724,0,0
269,1782667458058,0,0
270,1782667458340,0,0
271,1782667458675,0,0
272,1782667459058,0,0
273,1782667459590,0,0
274,1782667459991,0,0
275,1782667460157,0,0
276,1782667460391,0,0
277,1782667460724,0,0
278,1782667460975,0,0
279,1782667461375,0,0
280,1782667462875,0,0
281,1782667463174,0,0
282,1782667474941,0,0
283,1782667476374,0,0
284,1782667477091,0,0
285,1782667477908,0,0
286,1782667478058,0,0
287,1782667478391,0,0
288,1782667478625,0,0
289,1782667479041,0,0
290,1782667479391,0,0
291,1782667480608,0,0
292,1782667480824,0,0
293,1782667484959,0,0
294,1782667485191,0,0
295,1782667486125,0,0
296,1782667486474,0,0
297,1782667486791,0,0
298,1782667487158,0,0
299,1782667487975,0,0
300,1782667491809,0,0
301,1782667492124,0,0
302,1782667492508,0,0
303,1782667492691,0,0
304,1782667493274,0,0
305,1782667493541,0,0
306,1782667493891,0,0
307,1782667494274,0,0
308,1782667495408,0,0
309,1782667495708,0,0
310,1782667497774,0,0
311,1782667498058,0,0
312,1782667498674,0,0
313,1782667500141,0,0
314,1782667500675,0,0
315,1782667501008,0,0
316,1782667501241,0,0
317,1782667501875,0,0
318,1782667502208,0,0
319,1782667502425,0,0
320,1782667502858,0,0
321,1782667503141,0,0
322,1782667503475,0,0
323,1782667503825,0,0
324,1782667504191,0,0
325,1782667504491,0,0
326,1782667504958,0,0
327,1782667505310,0,0
328,1782667505658,0,0
329,1782667507742,0,0
330,1782667511158,0,0
331,1782667511491,0,0
332,1782667511909,0,0
333,1782667512158,0,0
334,1782667512758,0,0
335,1782667513075,0,0
336,1782667514875,0,0
337,1782667516358,0,0
338,1782667516708,0,0
339,1782667517024,0,0
340,1782667517158,0,0
341,1782667517575,0,0
342,1782667517925,0,0
343,1782667521409,0,0
344,1782667521742,0,0
345,1782667523758,0,0
346,1782667527209,0,0
347,1782667527591,0,0
348,1782667527858,0,0
349,1782667528141,0,0
350,1782667528395,0,0
351,1782667528741,0,0
352,1782667529509,0,0
353,1782667529793,0,0
354,1782667530192,0,0
355,1782667533108,0,0
356,1782667534092,0,0
357,1782667534758,0,0
358,1782667535393,0,0
359,1782667535876,0,0
360,1782667537458,0,0
361,1782667538158,0,0
362,1782667538910,0,0
363,1782667539058,0,0
364,1782667539426,0,0
365,1782667540125,0,0
366,1782667540542,0,0
