index,date,MAX_VOLTAGE,MIN_VOLTAGE,TOTAL_VOLTAGE,SHUNT_VOLTAGE,1,2,3,4
0,1765218500660,3.35,3.22,79.3,68,0,0,0,0
1,1765218502276,3.35,3.21,79.2,69,0,0,0,0
2,1765218502443,3.35,3.19,79.1,71,0,0,0,0
3,1765218503960,3.34,3.12,78.7,88,0,0,0,0
4,1765218505727,3.34,3.17,78.9,76,0,0,0,0
5,1765218507226,3.35,3.22,79.2,65,0,0,0,0
6,1765218507426,3.36,3.27,79.5,54,0,0,0,0
7,1765218509026,3.36,3.28,79.8,45,0,0,0,0
8,1765218510726,3.36,3.28,79.8,45,0,0,0,0
9,1765218512327,3.36,3.28,79.8,46,0,0,0,0
10,1765218512443,3.36,3.28,79.8,45,0,0,0,0
11,1765218514027,3.36,3.28,79.8,46,0,0,0,0
12,1765218514211,3.36,3.28,79.8,45,0,0,0,0
13,1765218515843,3.36,3.28,79.8,45,0,0,0,0
14,1765218517611,3.36,3.28,79.8,45,0,0,0,0
15,1765218519310,3.37,3.28,79.9,46,0,0,0,0
16,1765218520960,3.57,3.28,4994.6,45,0,0,0,0
17,1765218522743,3.37,3.29,79.9,45,0,0,0,0
18,1765218522926,3.37,3.29,79.9,2095,0,0,0,0
19,1765218524576,3.35,3.23,79.4,46,0,0,0,0
20,1765218524710,3.36,3.25,79.5,61,0,0,0,0
21,1765218526294,3.34,3.15,78.8,79,0,0,0,0
22,1765218528143,3.36,3.29,79.8,46,0,0,0,0
23,1765218529927,3.35,3.25,79.4,59,0,0,0,0
24,1765218531661,3.36,3.28,79.8,44,0,0,0,0
25,1765218533226,3.36,3.28,79.8,45,0,0,0,0
26,1765218533427,3.36,3.28,79.8,46,0,0,0,0
27,1765218534944,3.36,3.28,79.9,45,0,0,0,0
28,1765218536730,3.36,3.28,79.9,45,0,0,0,0
29,1765218538277,3.36,3.28,79.9,44,0,0,0,0
30,1765218538428,3.36,3.28,79.9,47,0,0,0,0
31,1765218540061,3.36,3.28,79.9,45,0,0,0,0
32,1765218540209,3.36,3.28,79.9,46,0,0,0,0
33,1765218541778,3.36,3.29,79.9,0,0,0,0,0
34,1765218543560,3.36,3.29,79.9,0,0,0,0,0
35,1765218545310,3.37,3.29,79.9,0,0,0,0,0
36,1765218546894,3.37,3.29,79.9,0,0,0,0,0
37,1765218547028,3.37,3.29,79.9,0,0,0,0,0
38,1765218548644,3.37,3.29,79.9,0,0,0,0,0
39,1765218548861,3.37,3.29,79.9,0,0,0,0,0
40,1765218550395,3.37,3.29,79.9,0,0,0,0,0
41,1765218551994,3.37,3.29,79.9,0,0,0,0,0
42,1765218552160,3.37,3.29,79.9,0,0,0,0,0
43,1765218553728,3.37,3.29,79.9,0,0,0,0,0
44,1765218553927,3.37,3.29,79.9,0,0,0,0,0
45,1765218555593,3.37,3.29,79.9,0,0,0,0,0
46,1765218555742,3.37,3.29,79.9,0,0,0,0,0
47,1765218557327,3.37,3.29,79.9,0,0,0,0,0
48,1765218557545,3.37,3.29,79.9,0,0,0,0,0
49,1765218559211,3.37,3.29,79.9,0,0,0,0,0
50,1765218559378,3.37,3.29,79.9,0,0,0,0,0
51,1765218561060,3.37,3.29,80,0,0,0,0,0
52,1765218562976,3.37,3.29,80,0,0,0,0,0
53,1765218563194,3.37,3.29,80,0,0,0,0,0
54,1765218565077,3.37,3.29,80,0,0,0,0,0
55,1765218566644,3.37,3.3,80,0,0,0,0,0
56,1765218566827,3.37,3.29,80,0,0,0,0,0
57,1765218568359,3.37,3.3,80,0,0,0,0,0
58,1765218571176,3.37,3.29,80,0,0,0,0,0
59,1765218572376,3.37,3.29,80,0,0,0,0,0
60,1765218573609,3.37,3.29,80,0,0,0,0,0
61,1765218574726,3.37,3.29,80,0,0,0,0,0
62,1765218575943,3.37,3.29,80,0,0,0,0,0
63,1765218576992,3.37,3.29,80,0,0,0,0,0
64,1765218577142,3.37,3.29,80,0,0,0,0,0
65,1765218578159,3.37,3.29,80,0,0,0,0,0
66,1765218578309,3.37,3.31,80,47,0,0,0,0
67,1765218579926,3.37,3.31,80,47,0,0,0,0
68,1765218581575,3.37,3.31,80,46,0,0,0,0
69,1765218583177,3.37,3.31,80,45,0,0,0,0
70,1765218583326,3.37,3.3,80,45,0,0,0,0
71,1765218584911,3.37,3.3,80,45,0,0,0,0
72,1765218586627,3.37,3.3,80,46,0,0,0,0
73,1765218588221,3.37,3.3,80,45,0,0,0,0
74,1765218588378,3.37,3.3,80,46,0,0,0,0
75,1765218589994,3.37,3.31,80,45,0,0,0,0
76,1765218591761,3.37,3.3,80,43,0,0,0,0
77,1765218591975,3.37,3.31,80,45,0,0,0,0
78,1765218593545,3.37,3.3,80,45,0,0,0,0
79,1765218595394,3.37,3.31,80,45,0,0,0,0
80,1765218597177,3.37,3.31,80,45,0,0,0,0
81,1765218599027,3.37,3.3,80,45,0,0,0,0
82,1765218600743,3.37,3.3,80,45,0,0,0,0
83,1765218602344,3.37,3.31,80,46,0,0,0,0
84,1765218602509,3.37,3.3,80,45,0,0,0,0
85,1765218604111,3.37,3.31,80,45,0,0,0,0
86,1765218605778,3.37,3.3,80,45,0,0,0,0
87,1765218607344,3.37,3.31,80,44,0,0,0,0
