index,date,CONTROL_EVENT_FLAG_1,CONTROL_EVENT_FLAG_2,TORQUE_REF_RIGHT_MOTOR,TORQUE_REF_LEFT_MOTOR,1,2,3,4
0,1765220698699,192,0,0,0,0,0,0,0
1,1765220698999,192,0,0,0,0,0,0,0
2,1765220699049,192,0,0,0,0,0,0,0
3,1765220699332,192,0,0,0,0,0,0,0
4,1765220699632,192,0,0,0,0,0,0,0
5,1765220699698,192,0,0,0,0,0,0,0
6,1765220699981,192,0,0,0,0,0,0,0
7,1765220700265,192,0,0,0,0,0,0,0
8,1765220700616,192,0,0,0,0,0,0,0
9,1765220700899,192,0,0,0,0,0,0,0
10,1765220701249,192,0,0,0,0,0,0,0
11,1765220701532,192,0,0,0,0,0,0,0
12,1765220701849,192,0,0,0,0,0,0,0
13,1765220702132,192,0,0,0,0,0,0,0
14,1765220702415,192,0,0,0,0,0,0,0
15,1765220702733,192,0,0,0,0,0,0,0
16,1765220703015,192,0,0,0,0,0,0,0
17,1765220703315,192,0,0,0,0,0,0,0
18,1765220703599,192,0,0,0,0,0,0,0
19,1765220703914,192,0,0,0,0,0,0,0
20,1765220704215,192,0,0,0,0,0,0,0
21,1765220704482,192,0,0,0,0,0,0,0
22,1765220704798,192,0,0,0,0,0,0,0
23,1765220705082,192,0,0,0,0,0,0,0
24,1765220705399,192,0,0,0,0,0,0,0
25,1765220705682,192,0,0,0,0,0,0,0
26,1765220705965,192,0,0,0,0,0,0,0
27,1765220705982,192,0,0,0,0,0,0,0
28,1765220706265,192,0,0,0,0,0,0,0
29,1765220706532,192,0,0,0,0,0,0,0
30,1765220706865,192,0,0,0,0,0,0,0
31,1765220707132,192,0,0,0,0,0,0,0
32,1765220707465,192,0,0,0,0,0,0,0
33,1765220707748,192,0,0,0,0,0,0,0
34,1765220708015,192,0,0,0,0,0,0,0
35,1765220708348,192,0,0,0,0,0,0,0
36,1765220708632,192,0,0,0,0,0,0,0
37,1765220708931,192,0,0,0,0,0,0,0
38,1765220709215,192,0,0,0,0,0,0,0
39,1765220709525,192,0,0,0,0,0,0,0
40,1765220709815,192,0,0,0,0,0,0,0
41,1765220710098,192,0,0,0,0,0,0,0
42,1765220710415,192,0,0,0,0,0,0,0
43,1765220710699,192,0,0,0,0,0,0,0
44,1765220711015,192,0,0,0,0,0,0,0
45,1765220711282,192,0,0,0,0,0,0,0
46,1765220711615,192,0,0,0,0,0,0,0
47,1765220711883,192,0,0,0,0,0,0,0
48,1765220712165,192,0,0,0,0,0,0,0
49,1765220712481,192,0,0,0,0,0,0,0
50,1765220712749,192,0,0,0,0,0,0,0
51,1765220713082,192,0,0,0,0,0,0,0
52,1765220713366,192,0,0,0,0,0,0,0
53,1765220713631,192,0,0,0,0,0,0,0
54,1765220713948,192,0,0,0,0,0,0,0
55,1765220714232,192,0,0,0,0,0,0,0
56,1765220714549,192,0,0,0,0,0,0,0
57,1765220714816,192,0,0,0,0,0,0,0
58,1765220715133,192,0,0,0,0,0,0,0
59,1765220715415,192,0,0,0,0,0,0,0
60,1765220715715,192,0,0,0,0,0,0,0
61,1765220716015,192,0,0,0,0,0,0,0
62,1765220716282,192,0,0,0,0,0,0,0
63,1765220716598,192,0,0,0,0,0,0,0
64,1765220716898,192,0,0,0,0,0,0,0
65,1765220717184,192,0,0,0,0,0,0,0
66,1765220717200,192,0,0,0,0,0,0,0
67,1765220717482,192,0,0,0,0,0,0,0
68,1765220717765,192,0,0,0,0,0,0,0
69,1765220718081,192,0,0,0,0,0,0,0
70,1765220718348,192,0,0,0,0,0,0,0
71,1765220718665,192,0,0,0,0,0,0,0
72,1765220718949,192,0,0,0,0,0,0,0
73,1765220719331,192,0,0,0,0,0,0,0
74,1765220719632,192,0,0,0,0,0,0,0
75,1765220720067,192,0,0,0,0,0,0,0
76,1765220720382,192,0,0,0,0,0,0,0
77,1765220720531,192,0,0,0,0,0,0,0
78,1765220720816,192,0,0,0,0,0,0,0
79,1765220721299,192,0,0,0,0,0,0,0
80,1765220721565,192,0,0,0,0,0,0,0
81,1765220721715,192,0,0,0,0,0,0,0
82,1765220722032,192,0,0,0,0,0,0,0
83,1765220722465,192,0,0,0,0,0,0,0
84,1765220722748,192,0,0,0,0,0,0,0
85,1765220723215,192,0,0,0,0,0,0,0
86,1765220723631,192,0,0,0,0,0,0,0
87,1765220723981,192,0,0,0,0,0,0,0
88,1765220724382,192,0,0,0,0,0,0,0
89,1765220724716,192,0,0,0,0,0,0,0
90,1765220724849,192,0,0,0,0,0,0,0
91,1765220725148,192,0,0,0,0,0,0,0
92,1765220725582,192,0,0,0,0,0,0,0
93,1765220725898,192,0,0,0,0,0,0,0
94,1765220726050,192,0,0,0,0,0,0,0
95,1765220726331,192,0,0,0,0,0,0,0
96,1765220726599,192,0,0,0,0,0,0,0
97,1765220726665,192,0,0,0,0,0,0,0
98,1765220726949,192,0,0,0,0,0,0,0
99,1765220727231,192,0,0,0,0,0,0,0
100,1765220727565,192,0,0,0,0,0,0,0
101,1765220728033,192,0,0,0,0,0,0,0
102,1765220728315,192,0,0,0,0,0,0,0
103,1765220728831,192,0,0,0,0,0,0,0
104,1765220729298,192,0,0,0,0,0,0,0
105,1765220729632,192,0,0,0,0,0,0,0
106,1765220729799,192,0,0,0,0,0,0,0
107,1765220730082,192,0,0,0,0,0,0,0
108,1765220730532,192,0,0,0,0,0,0,0
109,1765220731047,192,0,0,0,0,0,0,0
110,1765220731381,192,0,0,0,0,0,0,0
111,1765220731482,192,0,0,0,0,0,0,0
112,1765220731831,192,0,0,0,0,0,0,0
113,1765220732299,192,0,0,0,0,0,0,0
114,1765220732632,192,0,0,0,0,0,0,0
115,1765220732799,192,0,0,0,0,0,0,0
116,1765220733097,192,0,0,0,0,0,0,0
117,1765220733565,192,0,0,0,0,0,0,0
118,1765220734032,192,0,0,0,0,0,0,0
119,1765220734315,192,0,0,0,0,0,0,0
120,1765220734465,192,0,0,0,0,0,0,0
121,1765220734798,192,0,0,0,0,0,0,0
122,1765220735265,192,0,0,0,0,0,0,0
123,1765220735598,192,0,0,0,0,0,0,0
124,1765220735748,192,0,0,0,0,0,0,0
125,1765220736031,192,0,0,0,0,0,0,0
126,1765220736466,192,0,0,0,0,0,0,0
127,1765220736798,192,0,0,0,0,0,0,0
128,1765220736915,192,0,0,0,0,0,0,0
129,1765220737214,192,0,0,0,0,0,0,0
130,1765220737680,192,0,0,0,0,0,0,0
131,1765220737965,192,0,0,0,0,0,0,0
132,1765220738099,192,0,0,0,0,0,0,0
133,1765220738432,192,0,0,0,0,0,0,0
134,1765220738832,192,0,0,0,0,0,0,0
135,1765220739181,192,0,0,0,0,0,0,0
136,1765220739299,192,0,0,0,0,0,0,0
137,1765220739598,192,0,0,0,0,0,0,0
138,1765220740033,192,0,0,0,0,0,0,0
139,1765220740383,192,0,0,0,0,0,0,0
140,1765220740532,192,0,0,0,0,0,0,0
141,1765220740799,192,0,0,0,0,0,0,0
142,1765220741264,192,0,0,0,0,0,0,0
143,1765220741549,192,0,0,0,0,0,0,0
144,1765220742015,192,0,0,0,0,0,0,0
145,1765220742334,192,0,0,0,0,0,0,0
146,1765220742431,192,0,0,0,0,0,0,0
147,1765220742748,192,0,0,0,0,0,0,0
148,1765220743196,192,0,0,0,0,0,0,0
149,1765220743465,192,0,0,0,0,0,0,0
150,1765220743615,192,0,0,0,0,0,0,0
