index,date,FRONT_LEFT,FRONT_RIGHT,REAR_LEFT,REAR_RIGHT
0,1780263079307,0,0,0,0
1,1780263079307,0,0,0,4
2,1780263079307,0,0,0,5
3,1780263079324,0,0,0,5
4,1780263079475,0,0,0,5
5,1780263083340,2,5,0,0
6,1780263083891,3,0,2,5
7,1780263084958,3,0,2,5
8,1780263085208,3,0,2,5
9,1780263086108,3,0,2,5
10,1780263087574,3,0,2,5
11,1780263087625,3,0,2,5
12,1780263088057,3,0,2,5
13,1780263088224,3,0,2,5
14,1780263089257,3,0,2,5
15,1780263090790,3,0,0,5
16,1780263092391,3,0,0,5
17,1780263093041,3,0,0,5
18,1780263094623,3,0,0,5
19,1780263095357,3,0,0,5
20,1780263096742,3,0,0,5
21,1780263096907,3,0,0,5
22,1780263098025,3,0,0,5
23,1780263104073,3,0,0,5
24,1780263104806,3,0,0,5
25,1780263106005,3,0,0,5
26,1780263106539,3,0,0,5
27,1780263109173,3,0,192,0
28,1780263109473,3,0,192,0
29,1780263111072,3,0,192,0
30,1780263111523,3,0,192,0
31,1780263113556,3,0,192,0
32,1780263118706,3,0,192,0
33,1780263121722,3,0,192,0
34,1780263122006,3,0,192,0
35,1780263122088,3,0,192,0
36,1780263123823,3,0,192,0
37,1780263124439,3,0,192,0
38,1780263130373,3,0,192,0
39,1780263138588,3,0,192,0
40,1780263138754,3,0,192,0
41,1780263139121,3,0,192,0
42,1780263141304,3,0,192,0
43,1780263142671,3,0,192,0
44,1780263143037,3,0,192,0
45,1780263149057,3,0,192,0
46,1780263153603,3,0,192,0
47,1780263154220,3,0,192,0
48,1780263154955,3,0,192,0
49,1780263159703,3,0,192,0
50,1780263160287,3,0,192,0
51,1780263160454,3,0,192,0
52,1780263161070,3,0,192,0
53,1780263163619,3,0,192,0
54,1780263163905,3,0,192,0
55,1780263164152,3,0,192,0
56,1780263170186,3,0,192,0
57,1780263171169,3,0,192,0
58,1780263171453,3,0,192,0
59,1780263173969,3,0,192,0
60,1780263177319,3,0,192,0
61,1780263177936,3,0,192,0
62,1780263178352,3,0,192,0
63,1780263181902,3,0,192,0
64,1780263182268,3,0,192,0
65,1780263183301,3,0,192,0
66,1780263183585,3,0,192,0
67,1780263184086,3,0,192,0
68,1780263185653,3,0,192,0
69,1780263185820,3,0,192,0
70,1780263186468,3,0,192,0
71,1780263186885,3,0,192,0
72,1780263187334,3,0,192,0
73,1780263187634,3,0,192,0
74,1780263188651,3,0,192,0
75,1780263189734,3,0,192,0
76,1780263190801,3,0,192,0
77,1780263190934,3,0,192,0
78,1780263191835,3,0,192,0
79,1780263193119,3,0,192,0
80,1780263195584,3,0,192,0
81,1780263196201,3,0,192,0
