timestamp,THROTTLE,BRAKE,ECU_MODE_ID,TORQUE_GAIN,TORQUE_REF_LEFT_MOTOR,TORQUE_REF_RIGHT_MOTOR,LEFT_MOTOR_RPM,LEFT_MOTOR_TORQUE,LEFT_MOTOR_CURRENT,RIGHT_MOTOR_RPM,RIGHT_MOTOR_TORQUE,RIGHT_MOTOR_CURRENT,REAR_LEFT_WHEEL_SPEED,REAR_RIGHT_WHEEL_SPEED,FRONT_LEFT_WHEEL_SPEED,FRONT_RIGHT_WHEEL_SPEED,ACCEL_LONGITUDINAL,ACCEL_LATERAL,ACCEL_NORMAL,VEL_ANGULAR_YAW,VEL_ANGULAR_PITCH,VEL_ANGULAR_ROLL,ELETROBUILD_TEMPERATURE,STACK_1_CELL_1,STACK_1_CELL_2,STACK_1_CELL_3,STACK_1_CELL_4,STACK_2_CELL_1,STACK_2_CELL_2,STACK_2_CELL_3,STACK_2_CELL_4,STACK_3_CELL_1,STACK_3_CELL_2,STACK_3_CELL_3,STACK_3_CELL_4,STACK_4_CELL_1,STACK_4_CELL_2,STACK_4_CELL_3,STACK_4_CELL_4,STACK_5_CELL_1,STACK_5_CELL_2,STACK_5_CELL_3,STACK_5_CELL_4,STACK_6_CELL_1,STACK_6_CELL_2,STACK_6_CELL_3,STACK_6_CELL_4,MAX_VOLTAGE,MIN_VOLTAGE,SHUNT_CURRENT,BMS_MODE_ID,BMS_ERROR_ID,AIR_P,AIR_N,t,VEHICLE_SPEED,TOTAL_VOLTAGE,HODOMETRO
1765224640280,0.0,0.0,2.0,25.0,0.0,0.0,3403.0,26.506999999999998,229.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024888,0.005978,0.992958,-0.7000000000000001,0.28,0.0,25.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135254,18.784778764285715,78.87,939.0870482787388
1765224640317,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024888,0.005978,0.992958,-0.7000000000000001,0.28,0.0,25.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135291,0.0,78.87,939.1835811696109
1765224640364,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024888,0.005978,0.992958,-0.7000000000000001,0.28,0.0,25.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135338,0.0,78.87,939.1835811696109
1765224640381,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025498,0.005612,0.992348,-0.7000000000000001,0.28,0.0,25.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135355,0.0,78.87,939.1835811696109
1765224640414,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025498,0.005612,0.992348,-0.6300000000000001,0.28,0.0,25.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135388,0.0,78.87,939.1835811696109
1765224640430,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026718,0.004514,0.993812,-0.6300000000000001,0.28,0.0,25.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135404,0.0,78.87,939.1835811696109
1765224640464,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026718,0.004514,0.993812,-0.6300000000000001,0.28,0.0,25.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135438,0.0,78.87,939.1835811696109
1765224640481,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026718,0.004514,0.993812,-0.6300000000000001,0.42000000000000004,-0.07,25.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135455,0.0,78.87,939.1835811696109
1765224640514,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026718,0.004514,0.993812,-0.6300000000000001,0.42000000000000004,-0.07,25.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135488,0.0,78.87,939.1835811696109
1765224640547,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026718,0.004514,0.993812,-0.6300000000000001,0.42000000000000004,-0.07,25.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135521,0.0,78.87,939.1835811696109
1765224640616,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024644,0.00549,0.992958,-0.6300000000000001,0.42000000000000004,-0.07,25.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135590,0.0,78.87,939.1835811696109
1765224640633,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024644,0.00549,0.992958,-0.7000000000000001,0.35000000000000003,0.0,25.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135607,0.0,78.87,939.1835811696109
1765224640686,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024644,0.00549,0.992958,-0.7000000000000001,0.35000000000000003,0.0,25.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135660,0.0,78.87,939.1835811696109
1765224640698,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024644,0.00549,0.992958,-0.7000000000000001,0.35000000000000003,0.0,25.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135672,0.0,78.87,939.1835811696109
1765224640714,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024644,0.00549,0.992958,-0.7000000000000001,0.35000000000000003,0.0,25.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135688,0.0,78.87,939.1835811696109
1765224640730,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02623,0.00488,0.99186,-0.7000000000000001,0.35000000000000003,0.0,25.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135704,0.0,78.87,939.1835811696109
1765224640747,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02623,0.00488,0.99186,-0.7000000000000001,0.35000000000000003,0.0,25.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135721,0.0,78.87,939.1835811696109
1765224640764,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02623,0.00488,0.99186,-0.6300000000000001,0.35000000000000003,0.07,25.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135738,0.0,78.87,939.1835811696109
1765224640814,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02623,0.00488,0.99186,-0.6300000000000001,0.35000000000000003,0.07,25.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135788,0.0,78.87,939.1835811696109
1765224640831,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02623,0.00488,0.99186,-0.6300000000000001,0.35000000000000003,0.07,25.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135805,0.0,78.87,939.1835811696109
1765224640896,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026352,0.005246,0.992348,-0.6300000000000001,0.35000000000000003,0.07,25.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135870,0.0,78.87,939.1835811696109
1765224640913,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026352,0.005246,0.992348,-0.6300000000000001,0.49000000000000005,0.0,25.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135887,0.0,78.87,939.1835811696109
1765224640929,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026352,0.005246,0.992348,-0.6300000000000001,0.49000000000000005,0.0,25.0,3.31,3.32,3.32,3.3,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135903,0.0,78.96000000000001,939.1835811696109
1765224640946,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026352,0.005246,0.992348,-0.6300000000000001,0.49000000000000005,0.0,25.0,3.31,3.32,3.32,3.3,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135920,0.0,78.96000000000001,939.1835811696109
1765224640963,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026352,0.005246,0.992348,-0.6300000000000001,0.49000000000000005,0.0,25.0,3.31,3.32,3.32,3.3,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135937,0.0,79.11000000000001,939.1835811696109
1765224640979,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026352,0.005246,0.992348,-0.6300000000000001,0.49000000000000005,0.0,25.0,3.31,3.32,3.32,3.3,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135953,0.0,79.15,939.1835811696109
1765224640996,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026352,0.005246,0.992348,-0.6300000000000001,0.49000000000000005,0.0,25.0,3.31,3.32,3.32,3.3,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6135970,0.0,79.24000000000001,939.1835811696109
1765224641029,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026352,0.005246,0.992348,-0.6300000000000001,0.49000000000000005,0.0,25.0,3.31,3.32,3.32,3.3,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6136003,0.0,79.24000000000001,939.1835811696109
1765224641064,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027084,0.005856,0.991738,-0.6300000000000001,0.49000000000000005,0.0,25.0,3.31,3.32,3.32,3.3,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6136038,0.0,79.24000000000001,939.1835811696109
1765224641081,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027084,0.005856,0.991738,-0.6300000000000001,0.49000000000000005,0.0,25.0,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6136055,0.0,79.25000000000001,939.1835811696109
1765224641098,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027084,0.005856,0.991738,-0.6300000000000001,0.49000000000000005,0.0,25.0,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6136072,0.0,79.25000000000001,939.1835811696109
1765224641115,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027084,0.005856,0.991738,-0.6300000000000001,0.49000000000000005,0.0,25.0,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6136089,0.0,79.25000000000001,939.1835811696109
1765224641132,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027084,0.005856,0.991738,-0.6300000000000001,0.49000000000000005,0.0,25.0,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6136106,0.0,79.25000000000001,939.1835811696109
1765224641146,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027084,0.005856,0.991738,-0.6300000000000001,0.49000000000000005,0.0,25.0,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6136120,0.0,79.25000000000001,939.1835811696109
1765224641162,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027084,0.005856,0.991738,-0.6300000000000001,0.49000000000000005,0.0,25.0,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6136136,0.0,79.25000000000001,939.1835811696109
1765224641181,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027084,0.005856,0.991738,-0.6300000000000001,0.49000000000000005,0.0,25.0,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6136155,0.0,79.25000000000001,939.1835811696109
1765224641197,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027084,0.005856,0.991738,-0.6300000000000001,0.35000000000000003,-0.07,25.0,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.3,3.31,3.3,3.29,3.32,3.28,45.0,1.0,0.0,1.0,1.0,6136171,0.0,79.25000000000001,939.1835811696109
