index,date,TORQUE_GAIN,TORQUE_DECREASE_R,TORQUE_DECRASE_L
0,1782666859016,0,0,16386
1,1782666859017,0,0,16386
2,1782666860498,0,0,16386
3,1782666860814,0,0,16386
4,1782666861082,0,0,16386
5,1782666861614,0,0,16386
6,1782666861965,0,0,16386
7,1782666862199,0,0,16386
8,1782666862564,0,0,16386
9,1782666862881,0,0,16386
10,1782666863265,0,0,16386
11,1782666863498,0,0,16386
12,1782666863697,0,0,16386
13,1782666864314,0,0,16386
14,1782666864664,0,0,16386
15,1782666864964,0,0,16386
16,1782666865281,0,0,16386
17,1782666868198,0,0,16386
18,1782666870583,0,0,16386
19,1782666870882,0,0,16386
20,1782666875215,0,0,16386
21,1782666875567,0,0,16386
22,1782666875832,0,0,16386
23,1782666876349,0,0,16386
24,1782666876931,0,0,16386
25,1782666877297,0,0,16386
26,1782666877649,0,0,16386
27,1782666877982,0,0,16386
28,1782666878349,0,0,16386
29,1782666878448,0,0,16386
30,1782666878782,0,0,16386
31,1782666879134,0,0,16386
32,1782666879498,0,0,16386
33,1782666882949,0,0,16386
34,1782666883848,0,0,16386
35,1782666884165,0,0,16386
36,1782666884533,0,0,16386
37,1782666889815,0,0,16386
38,1782666890199,0,0,16386
39,1782666890533,0,0,16386
40,1782666891032,0,0,16386
41,1782666891415,0,0,16386
42,1782666893498,0,0,16386
43,1782666893782,0,0,16386
44,1782666894050,0,0,16386
45,1782666896116,0,0,16386
46,1782666896416,0,0,16386
47,1782666896715,0,0,16386
48,1782666896932,0,0,16386
49,1782666897231,0,0,16386
50,1782666898099,0,0,16386
51,1782666898298,0,0,16386
52,1782666898649,0,0,16386
53,1782666898848,0,0,16386
54,1782666899265,0,0,16386
55,1782666899515,0,0,16386
56,1782666900532,0,0,16386
57,1782666900632,0,0,16386
58,1782666900948,0,0,16386
59,1782666901332,0,0,16386
60,1782666901615,0,0,16386
61,1782666904866,0,0,16386
62,1782666905250,0,0,16386
63,1782666905765,0,0,16386
64,1782666906065,0,0,16386
65,1782666906399,0,0,16386
66,1782666906648,0,0,16386
67,1782666907082,0,0,16386
68,1782666907932,0,0,16386
69,1782666908182,0,0,16386
70,1782666908532,0,0,16386
71,1782666908798,0,0,16386
72,1782666910548,0,0,16386
73,1782666914115,0,0,16386
74,1782666914465,0,0,16386
75,1782666914749,0,0,16386
76,1782666915116,0,0,16386
77,1782666915285,0,0,16386
78,1782666915565,0,0,16386
79,1782666915916,0,0,16386
80,1782666916266,0,0,16386
81,1782666917966,0,0,16386
82,1782666920250,0,0,16386
83,1782666920599,0,0,16386
84,1782666920832,0,0,16386
85,1782666921198,0,0,16386
86,1782666921482,0,0,16386
87,1782666921782,0,0,16386
88,1782666922399,0,0,16386
89,1782666922550,0,0,16386
90,1782666923683,0,0,16386
91,1782666924248,0,0,16386
92,1782666924532,0,0,16386
93,1782666924882,0,0,16386
94,1782666925432,0,0,16386
95,1782666925716,0,0,16386
96,1782666926082,0,0,16386
97,1782666926466,0,0,16386
98,1782666926749,0,0,16386
99,1782666927600,0,0,16386
100,1782666927850,0,0,16386
101,1782666928165,0,0,16386
102,1782666930216,0,0,16386
103,1782666930499,0,0,16386
104,1782666932632,0,0,16386
105,1782666932916,0,0,16386
106,1782666938416,0,0,16386
107,1782666938733,0,0,16386
108,1782666939049,0,0,16386
109,1782666939450,0,0,16386
110,1782666939700,0,0,16386
111,1782666940150,0,0,16386
112,1782666940566,0,0,16386
113,1782666940833,0,0,16386
114,1782666941166,0,0,16386
115,1782666941499,0,0,16386
116,1782666942701,0,0,16386
117,1782666943000,0,0,16386
118,1782666944932,0,0,16386
119,1782666945316,0,0,16386
120,1782666945549,0,0,16386
121,1782666945816,0,0,16386
122,1782666946133,0,0,16386
123,1782666946416,0,0,16386
124,1782666946785,0,0,16386
125,1782666947049,0,0,16386
126,1782666948049,0,0,16386
127,1782666948633,0,0,16386
128,1782666949250,0,0,16386
129,1782666953033,0,0,16386
130,1782666953383,0,0,16386
131,1782666953783,0,0,16386
132,1782666954584,0,0,16386
133,1782666954916,0,0,16386
134,1782666955249,0,0,16386
135,1782666958434,0,0,16386
136,1782666958733,0,0,16386
137,1782666959099,0,0,16386
138,1782666960816,0,0,16386
139,1782666961050,0,0,16386
140,1782666961434,0,0,16386
141,1782666961733,0,0,16386
142,1782666962250,0,0,16386
143,1782666962517,0,0,16386
144,1782666962799,0,0,16386
145,1782666963150,0,0,16386
146,1782666963550,0,0,16386
147,1782666963784,0,0,16386
148,1782666964333,0,0,16386
149,1782666964650,0,0,16386
150,1782666965034,0,0,16386
151,1782666968850,0,0,16386
152,1782666969069,0,0,16386
153,1782666969967,0,0,16386
154,1782666970267,0,0,16386
155,1782666970633,0,0,16386
156,1782666970983,0,0,16386
157,1782666971583,0,0,16386
158,1782666971717,0,0,16386
159,1782666971985,0,0,16386
160,1782666972286,0,0,16386
161,1782666973151,0,0,16386
162,1782666973518,0,0,16386
163,1782666973900,0,0,16386
164,1782666974118,0,0,16386
165,1782666975800,0,0,16386
166,1782666976134,0,0,16386
167,1782666976417,0,0,16386
168,1782666978133,0,0,16386
169,1782666978500,0,0,16386
170,1782666978868,0,0,16386
171,1782666979070,0,0,16386
172,1782666979284,0,0,16386
173,1782666979617,0,0,16386
174,1782666979950,0,0,16386
175,1782666980351,0,0,16386
176,1782666980633,0,0,16386
177,1782666981789,0,0,16386
178,1782666983250,0,0,16386
179,1782666983635,0,0,16386
180,1782666983900,0,0,16386
181,1782666985002,0,0,16386
182,1782666985383,0,0,16386
183,1782666985684,0,0,16386
184,1782666986634,0,0,16386
185,1782666986801,0,0,16386
186,1782666987150,0,0,16386
187,1782666989251,0,0,16386
188,1782666990967,0,0,16386
189,1782666991284,0,0,16386
190,1782666992152,0,0,16386
191,1782666992534,0,0,16386
192,1782666992887,0,0,16386
193,1782666993134,0,0,16386
194,1782666993700,0,0,16386
195,1782666993901,0,0,16386
196,1782666994516,0,0,16386
197,1782666994820,0,0,16386
198,1782666995168,0,0,16386
199,1782666995436,0,0,16386
200,1782666995801,0,0,16386
201,1782666996267,0,0,16386
202,1782666997684,0,0,16386
203,1782666997969,0,0,16386
204,1782667001502,0,0,16386
205,1782667004450,0,0,16386
206,1782667004718,0,0,16386
207,1782667005000,0,0,16386
208,1782667005385,0,0,16386
209,1782667005720,0,0,16386
210,1782667006003,0,0,16386
211,1782667007118,0,0,16386
212,1782667007419,0,0,16386
213,1782667007717,0,0,16386
214,1782667008085,0,0,16386
215,1782667008618,0,0,16386
216,1782667008868,0,0,16386
217,1782667009185,0,0,16386
218,1782667013067,0,0,16386
219,1782667434292,0,0,16386
220,1782667435040,0,0,16386
221,1782667435809,0,0,16386
222,1782667435907,0,0,16386
223,1782667436742,0,0,16386
224,1782667437590,0,0,16386
225,1782667437723,0,0,16386
226,1782667438524,0,0,16386
227,1782667439307,0,0,16386
228,1782667439440,0,0,16386
229,1782667440208,0,0,16386
230,1782667441091,0,0,16386
231,1782667441407,0,0,16386
232,1782667441773,0,0,16386
233,1782667443173,0,0,16386
234,1782667447024,0,0,16386
235,1782667447376,0,0,16386
236,1782667447723,0,0,16386
237,1782667448160,0,0,16386
238,1782667448474,0,0,16386
239,1782667448807,0,0,16386
240,1782667449208,0,0,16386
241,1782667450691,0,0,16386
242,1782667452425,0,0,16386
243,1782667454158,0,0,16386
244,1782667454774,0,0,16386
245,1782667455091,0,0,16386
246,1782667461790,0,0,16386
247,1782667462107,0,0,16386
248,1782667462475,0,0,16386
249,1782667462624,0,0,16386
250,1782667463859,0,0,16386
251,1782667464241,0,0,16386
252,1782667464574,0,0,16386
253,1782667465157,0,0,16386
254,1782667465624,0,0,16386
255,1782667465974,0,0,16386
256,1782667475324,0,0,16386
257,1782667476058,0,0,16386
258,1782667476740,0,0,16386
