index,date,ENERGY_L_MOTOR,OVERLOAD_L_MOTOR,TEMPERATURE1_L,TEMPERATURE2_L,1,2,3,4
210,1762970014402,0,0,268,0,0,0,0,0
211,1762970014485,0,0,268,0,0,0,0,0
212,1762970014587,0,0,268,0,0,0,0,0
213,1762970014702,0,0,268,0,0,0,0,0
214,1762970014871,0,0,268,0,0,0,0,0
215,1762970014970,0,0,268,0,0,0,0,0
216,1762970015069,0,0,268,0,0,0,0,0
217,1762970015272,0,0,268,0,0,0,0,0
218,1762970015369,0,0,268,0,0,0,0,0
219,1762970015470,0,0,268,0,0,0,0,0
220,1762970015585,0,0,268,0,0,0,0,0
221,1762970015685,0,0,268,0,0,0,0,0
222,1762970015819,0,0,268,0,0,0,0,0
223,1762970015969,0,0,268,0,0,0,0,0
224,1762970016269,0,0,268,0,0,0,0,0
225,1762970016368,0,0,268,0,0,0,0,0
226,1762970016467,0,0,268,0,0,0,0,0
227,1762970016567,0,0,268,0,0,0,0,0
228,1762970016684,0,0,268,0,0,0,0,0
229,1762970016817,0,0,268,0,0,0,0,0
230,1762970017000,0,0,268,0,0,0,0,0
231,1762970017084,0,0,268,0,0,0,0,0
232,1762970017301,0,0,268,0,0,0,0,0
233,1762970017350,0,0,268,0,0,0,0,0
234,1762970017450,0,0,268,0,0,0,0,0
235,1762970017567,0,0,268,0,0,0,0,0
236,1762970017684,0,0,268,0,0,0,0,0
237,1762970017785,0,0,268,0,0,0,0,0
238,1762970017949,0,0,268,0,0,0,0,0
239,1762970018083,0,0,268,0,0,0,0,0
240,1762970018200,0,0,268,0,0,0,0,0
241,1762970018267,0,0,268,0,0,0,0,0
242,1762970018333,0,0,268,0,0,0,0,0
243,1762970018450,0,0,268,0,0,0,0,0
244,1762970018550,0,0,268,0,0,0,0,0
245,1762970018667,0,0,268,0,0,0,0,0
246,1762970018967,0,0,268,0,0,0,0,0
247,1762970019100,0,0,268,0,0,0,0,0
248,1762970019249,0,0,268,0,0,0,0,0
249,1762970019333,0,0,268,0,0,0,0,0
250,1762970019433,0,0,268,0,0,0,0,0
251,1762970019532,0,0,268,0,0,0,0,0
252,1762970019650,0,0,268,0,0,0,0,0
253,1762970019799,0,0,268,0,0,0,0,0
254,1762970019932,0,0,268,0,0,0,0,0
255,1762970019999,0,0,268,0,0,0,0,0
256,1762970020133,0,0,268,0,0,0,0,0
257,1762970020266,0,0,268,0,0,0,0,0
258,1762970020415,0,0,268,0,0,0,0,0
259,1762970020547,0,0,268,0,0,0,0,0
260,1762970020865,0,0,268,0,0,0,0,0
261,1762970021032,0,0,268,0,0,0,0,0
262,1762970021215,0,0,268,0,0,0,0,0
263,1762970021398,0,0,268,0,0,0,0,0
264,1762970021519,0,0,268,0,0,0,0,0
265,1762970021631,0,0,268,0,0,0,0,0
266,1762970021764,0,0,268,0,0,0,0,0
267,1762970021898,0,0,268,0,0,0,0,0
268,1762970022064,0,0,268,0,0,0,0,0
269,1762970022231,0,0,268,0,0,0,0,0
270,1762970022330,0,0,268,0,0,0,0,0
271,1762970022413,0,0,268,0,0,0,0,0
272,1762970023131,0,0,268,0,0,0,0,0
273,1762970023379,0,0,268,0,0,0,0,0
274,1762970024911,0,0,268,0,0,0,0,0
275,1762970025045,0,0,268,0,0,0,0,0
276,1762970025195,0,0,268,0,0,0,0,0
277,1762970025294,0,0,268,0,0,0,0,0
278,1762970025428,0,0,268,0,0,0,0,0
279,1762970025478,0,0,268,0,0,0,0,0
280,1762970025594,0,0,268,0,0,0,0,0
281,1762970025714,0,0,268,0,0,0,0,0
282,1762970025961,0,0,268,0,0,0,0,0
283,1762970026094,0,0,268,0,0,0,0,0
284,1762970026361,0,0,268,0,0,0,0,0
285,1762970026477,0,0,268,0,0,0,0,0
286,1762970026577,0,0,268,0,0,0,0,0
287,1762970026809,0,0,268,0,0,0,0,0
288,1762970027126,0,0,268,0,0,0,0,0
289,1762970027245,0,0,268,0,0,0,0,0
290,1762970027344,0,0,268,0,0,0,0,0
291,1762970027460,0,0,268,0,0,0,0,0
292,1762970027560,0,0,268,0,0,0,0,0
293,1762970027676,0,0,268,0,0,0,0,0
294,1762970027826,0,0,268,0,0,0,0,0
295,1762970027959,0,0,268,0,0,0,0,0
296,1762970028193,0,0,268,0,0,0,0,0
297,1762970028325,0,0,268,0,0,0,0,0
298,1762970028458,0,0,268,0,0,0,0,0
299,1762970028576,0,0,268,0,0,0,0,0
300,1762970028675,0,0,268,0,0,0,0,0
301,1762970028808,0,0,268,0,0,0,0,0
302,1762970029009,0,0,268,0,0,0,0,0
303,1762970029195,0,0,268,0,0,0,0,0
304,1762970029258,0,0,268,0,0,0,0,0
305,1762970029325,0,0,268,0,0,0,0,0
306,1762970029442,0,0,268,0,0,0,0,0
307,1762970029558,0,0,268,0,0,0,0,0
308,1762970029791,0,0,268,0,0,0,0,0
309,1762970029891,0,0,268,0,0,0,0,0
310,1762970030007,0,0,268,0,0,0,0,0
311,1762970030324,0,0,268,0,0,0,0,0
312,1762970030540,0,0,268,0,0,0,0,0
313,1762970030673,0,0,268,0,0,0,0,0
314,1762970030774,0,0,268,0,0,0,0,0
315,1762970030907,0,0,268,0,0,0,0,0
316,1762970031006,0,0,268,0,0,0,0,0
317,1762970031289,0,0,268,0,0,0,0,0
318,1762970031490,0,0,268,0,0,0,0,0
319,1762970031623,0,0,268,0,0,0,0,0
320,1762970031773,0,0,268,0,0,0,0,0
321,1762970031857,0,0,268,0,0,0,0,0
322,1762970032006,0,0,268,0,0,0,0,0
323,1762970032122,0,0,268,0,0,0,0,0
324,1762970032205,0,0,268,0,0,0,0,0
325,1762970032322,0,0,268,0,0,0,0,0
326,1762970032422,0,0,268,0,0,0,0,0
327,1762970032522,0,0,268,0,0,0,0,0
328,1762970032638,0,0,268,0,0,0,0,0
329,1762970032739,0,0,268,0,0,0,0,0
330,1762970032872,0,0,268,0,0,0,0,0
331,1762970032988,0,0,268,0,0,0,0,0
332,1762970033222,0,0,268,0,0,0,0,0
333,1762970033305,0,0,268,0,0,0,0,0
334,1762970033388,0,0,268,0,0,0,0,0
335,1762970033505,0,0,268,0,0,0,0,0
336,1762970033621,0,0,268,0,0,0,0,0
337,1762970033721,0,0,268,0,0,0,0,0
338,1762970033871,0,0,268,0,0,0,0,0
339,1762970034071,0,0,268,0,0,0,0,0
340,1762970034171,0,0,268,0,0,0,0,0
341,1762970034387,0,0,268,0,0,0,0,0
342,1762970034488,0,0,268,0,0,0,0,0
343,1762970034604,0,0,268,0,0,0,0,0
344,1762970034721,0,0,268,0,0,0,0,0
345,1762970034870,0,0,268,0,0,0,0,0
346,1762970035020,0,0,268,0,0,0,0,0
347,1762970035120,0,0,268,0,0,0,0,0
348,1762970035221,0,0,268,0,0,0,0,0
349,1762970035387,0,0,268,0,0,0,0,0
350,1762970035487,0,0,268,0,0,0,0,0
351,1762970035603,0,0,268,0,0,0,0,0
352,1762970035719,0,0,268,0,0,0,0,0
353,1762970035836,0,0,268,0,0,0,0,0
354,1762970035937,0,0,268,0,0,0,0,0
355,1762970036171,0,0,268,0,0,0,0,0
356,1762970036286,0,0,268,0,0,0,0,0
357,1762970036485,0,0,268,0,0,0,0,0
358,1762970036586,0,0,268,0,0,0,0,0
359,1762970036703,0,0,268,0,0,0,0,0
360,1762970036835,0,0,268,0,0,0,0,0
361,1762970036952,0,0,268,0,0,0,0,0
362,1762970037034,0,0,268,0,0,0,0,0
363,1762970037151,0,0,268,0,0,0,0,0
364,1762970037369,0,0,268,0,0,0,0,0
365,1762970037467,0,0,268,0,0,0,0,0
366,1762970037583,0,0,268,0,0,0,0,0
367,1762970037685,0,0,268,0,0,0,0,0
368,1762970037801,0,0,268,0,0,0,0,0
369,1762970037918,0,0,268,0,0,0,0,0
370,1762970038017,0,0,268,0,0,0,0,0
371,1762970038168,0,0,268,0,0,0,0,0
372,1762970038268,0,0,268,0,0,0,0,0
373,1762970038451,0,0,268,0,0,0,0,0
374,1762970038567,0,0,268,0,0,0,0,0
375,1762970038684,0,0,268,0,0,0,0,0
376,1762970038800,0,0,268,0,0,0,0,0
377,1762970038901,0,0,268,0,0,0,0,0
378,1762970039017,0,0,268,0,0,0,0,0
379,1762970039116,0,0,268,0,0,0,0,0
380,1762970039237,0,0,268,0,0,0,0,0
381,1762970039335,0,0,268,0,0,0,0,0
382,1762970039467,0,0,268,0,0,0,0,0
383,1762970039683,0,0,268,0,0,0,0,0
384,1762970039781,0,0,268,0,0,0,0,0
385,1762970039899,0,0,268,0,0,0,0,0
386,1762970039999,0,0,268,0,0,0,0,0
387,1762970040116,0,0,268,0,0,0,0,0
388,1762970040232,0,0,268,0,0,0,0,0
389,1762970040333,0,0,268,0,0,0,0,0
390,1762970040549,0,0,268,0,0,0,0,0
391,1762970040650,0,0,268,0,0,0,0,0
392,1762970040799,0,0,268,0,0,0,0,0
393,1762970040899,0,0,268,0,0,0,0,0
394,1762970041032,0,0,268,0,0,0,0,0
395,1762970041199,0,0,268,0,0,0,0,0
396,1762970041349,0,0,268,0,0,0,0,0
397,1762970041432,0,0,268,0,0,0,0,0
398,1762970041548,0,0,268,0,0,0,0,0
399,1762970041665,0,0,268,0,0,0,0,0
400,1762970041765,0,0,268,0,0,0,0,0
401,1762970041865,0,0,268,0,0,0,0,0
402,1762970041999,0,0,268,0,0,0,0,0
403,1762970042098,0,0,268,0,0,0,0,0
404,1762970042214,0,0,268,0,0,0,0,0
405,1762970042364,0,0,268,0,0,0,0,0
406,1762970042448,0,0,268,0,0,0,0,0
407,1762970042514,0,0,268,0,0,0,0,0
408,1762970042630,0,0,268,0,0,0,0,0
409,1762970042747,0,0,268,0,0,0,0,0
410,1762970042882,0,0,268,0,0,0,0,0
411,1762970042980,0,0,268,0,0,0,0,0
412,1762970043380,0,0,268,0,0,0,0,0
413,1762970043447,0,0,268,0,0,0,0,0
414,1762970043513,0,0,268,0,0,0,0,0
415,1762970043747,0,0,268,0,0,0,0,0
416,1762970043880,0,0,268,0,0,0,0,0
417,1762970044012,0,0,268,0,0,0,0,0
418,1762970044229,0,0,268,0,0,0,0,0
419,1762970044396,0,0,268,0,0,0,0,0
420,1762970044529,0,0,268,0,0,0,0,0
421,1762970044629,0,0,268,0,0,0,0,0
422,1762970044730,0,0,268,0,0,0,0,0
423,1762970045012,0,0,268,0,0,0,0,0
424,1762970045064,0,0,268,0,0,0,0,0
425,1762970045362,0,0,268,0,0,0,0,0
426,1762970045480,0,0,268,0,0,0,0,0
427,1762970046444,0,0,268,0,0,0,0,0
428,1762970046594,0,0,268,0,0,0,0,0
429,1762970046711,0,0,268,0,0,0,0,0
430,1762970046860,0,0,268,0,0,0,0,0
431,1762970046944,0,0,268,0,0,0,0,0
432,1762970047194,0,0,268,0,0,0,0,0
433,1762970047294,0,0,268,0,0,0,0,0
434,1762970047594,0,0,268,0,0,0,0,0
435,1762970047693,0,0,268,0,0,0,0,0
436,1762970047843,0,0,268,0,0,0,0,0
437,1762970048046,0,0,268,0,0,0,0,0
438,1762970048160,0,0,268,0,0,0,0,0
439,1762970048277,0,0,268,0,0,0,0,0
440,1762970048376,0,0,268,0,0,0,0,0
441,1762970048476,0,0,268,0,0,0,0,0
442,1762970048575,0,0,268,0,0,0,0,0
443,1762970048692,0,0,268,0,0,0,0,0
444,1762970048875,0,0,268,0,0,0,0,0
445,1762970049078,0,0,268,0,0,0,0,0
446,1762970049159,0,0,268,0,0,0,0,0
447,1762970049457,0,0,268,0,0,0,0,0
448,1762970049574,0,0,268,0,0,0,0,0
449,1762970049676,0,0,268,0,0,0,0,0
450,1762970049790,0,0,268,0,0,0,0,0
451,1762970050007,0,0,268,0,0,0,0,0
452,1762970050140,0,0,268,0,0,0,0,0
453,1762970050273,0,0,268,0,0,0,0,0
454,1762970050340,0,0,268,0,0,0,0,0
455,1762970050556,0,0,268,0,0,0,0,0
456,1762970050672,0,0,268,0,0,0,0,0
457,1762970050790,0,0,268,0,0,0,0,0
458,1762970051122,0,0,268,0,0,0,0,0
459,1762970051207,0,0,268,0,0,0,0,0
460,1762970051426,0,0,268,0,0,0,0,0
461,1762970051556,0,0,268,0,0,0,0,0
462,1762970051673,0,0,268,0,0,0,0,0
463,1762970051806,0,0,268,0,0,0,0,0
464,1762970051907,0,0,268,0,0,0,0,0
465,1762970052006,0,0,268,0,0,0,0,0
466,1762970052106,0,0,268,0,0,0,0,0
467,1762970052355,0,0,268,0,0,0,0,0
468,1762970052455,0,0,268,0,0,0,0,0
469,1762970052539,0,0,268,0,0,0,0,0
470,1762970052655,0,0,268,0,0,0,0,0
471,1762970052772,0,0,268,0,0,0,0,0
472,1762970052906,0,0,268,0,0,0,0,0
473,1762970052988,0,0,268,0,0,0,0,0
474,1762970053105,0,0,268,0,0,0,0,0
475,1762970053205,0,0,268,0,0,0,0,0
476,1762970053338,0,0,268,0,0,0,0,0
477,1762970053437,0,0,268,0,0,0,0,0
478,1762970053573,0,0,268,0,0,0,0,0
479,1762970053821,0,0,268,0,0,0,0,0
480,1762970053937,0,0,268,0,0,0,0,0
481,1762970053987,0,0,268,0,0,0,0,0
482,1762970054071,0,0,268,0,0,0,0,0
483,1762970054188,0,0,268,0,0,0,0,0
484,1762970054336,0,0,268,0,0,0,0,0
485,1762970054420,0,0,268,0,0,0,0,0
486,1762970054538,0,0,268,0,0,0,0,0
487,1762970054637,0,0,268,0,0,0,0,0
488,1762970054753,0,0,268,0,0,0,0,0
489,1762970054853,0,0,268,0,0,0,0,0
490,1762970054969,0,0,268,0,0,0,0,0
491,1762970055070,0,0,268,0,0,0,0,0
492,1762970055286,0,0,268,0,0,0,0,0
493,1762970055403,0,0,268,0,0,0,0,0
494,1762970055553,0,0,268,0,0,0,0,0
495,1762970055736,0,0,268,0,0,0,0,0
496,1762970055820,0,0,268,0,0,0,0,0
497,1762970056118,0,0,268,0,0,0,0,0
498,1762970056235,0,0,268,0,0,0,0,0
499,1762970056368,0,0,268,0,0,0,0,0
500,1762970056518,0,0,268,0,0,0,0,0
501,1762970056602,0,0,268,0,0,0,0,0
502,1762970056718,0,0,268,0,0,0,0,0
503,1762970056819,0,0,268,0,0,0,0,0
504,1762970056935,0,0,268,0,0,0,0,0
505,1762970057085,0,0,268,0,0,0,0,0
506,1762970057184,0,0,268,0,0,0,0,0
507,1762970057401,0,0,268,0,0,0,0,0
508,1762970057519,0,0,268,0,0,0,0,0
509,1762970057601,0,0,268,0,0,0,0,0
510,1762970057718,0,0,268,0,0,0,0,0
511,1762970057835,0,0,268,0,0,0,0,0
512,1762970057969,0,0,268,0,0,0,0,0
513,1762970058051,0,0,268,0,0,0,0,0
514,1762970058183,0,0,268,0,0,0,0,0
515,1762970058267,0,0,268,0,0,0,0,0
516,1762970058384,0,0,268,0,0,0,0,0
517,1762970058489,0,0,268,0,0,0,0,0
518,1762970058600,0,0,268,0,0,0,0,0
519,1762970058683,0,0,268,0,0,0,0,0
520,1762970058833,0,0,268,0,0,0,0,0
521,1762970058933,0,0,268,0,0,0,0,0
522,1762970059033,0,0,268,0,0,0,0,0
523,1762970059167,0,0,268,0,0,0,0,0
524,1762970059249,0,0,268,0,0,0,0,0
525,1762970059399,0,0,268,0,0,0,0,0
526,1762970059516,0,0,268,0,0,0,0,0
527,1762970059600,0,0,268,0,0,0,0,0
528,1762970059683,0,0,268,0,0,0,0,0
529,1762970059816,0,0,268,0,0,0,0,0
530,1762970059917,0,0,268,0,0,0,0,0
531,1762970060031,0,0,268,0,0,0,0,0
532,1762970060248,0,0,268,0,0,0,0,0
533,1762970060482,0,0,268,0,0,0,0,0
534,1762970060698,0,0,268,0,0,0,0,0
535,1762970060798,0,0,268,0,0,0,0,0
536,1762970061015,0,0,268,0,0,0,0,0
537,1762970061150,0,0,268,0,0,0,0,0
538,1762970061250,0,0,268,0,0,0,0,0
539,1762970061382,0,0,268,0,0,0,0,0
540,1762970061466,0,0,268,0,0,0,0,0
541,1762970061565,0,0,268,0,0,0,0,0
542,1762970061664,0,0,268,0,0,0,0,0
543,1762970061932,0,0,268,0,0,0,0,0
544,1762970062064,0,0,268,0,0,0,0,0
545,1762970062147,0,0,268,0,0,0,0,0
546,1762970062231,0,0,268,0,0,0,0,0
547,1762970062447,0,0,268,0,0,0,0,0
548,1762970062563,0,0,268,0,0,0,0,0
549,1762970062663,0,0,268,0,0,0,0,0
550,1762970062780,0,0,268,0,0,0,0,0
551,1762970062899,0,0,268,0,0,0,0,0
552,1762970062996,0,0,268,0,0,0,0,0
553,1762970063114,0,0,268,0,0,0,0,0
554,1762970063230,0,0,268,0,0,0,0,0
555,1762970063314,0,0,268,0,0,0,0,0
556,1762970063429,0,0,268,0,0,0,0,0
557,1762970063562,0,0,268,0,0,0,0,0
558,1762970063680,0,0,268,0,0,0,0,0
559,1762970063779,0,0,268,0,0,0,0,0
560,1762970063862,0,0,268,0,0,0,0,0
561,1762970064079,0,0,268,0,0,0,0,0
562,1762970064228,0,0,268,0,0,0,0,0
563,1762970064312,0,0,268,0,0,0,0,0
564,1762970064429,0,0,268,0,0,0,0,0
565,1762970064562,0,0,268,0,0,0,0,0
566,1762970064661,0,0,268,0,0,0,0,0
567,1762970064763,0,0,268,0,0,0,0,0
568,1762970064914,0,0,268,0,0,0,0,0
569,1762970064979,0,0,268,0,0,0,0,0
570,1762970065111,0,0,268,0,0,0,0,0
571,1762970065178,0,0,268,0,0,0,0,0
572,1762970065411,0,0,268,0,0,0,0,0
573,1762970065628,0,0,268,0,0,0,0,0
574,1762970065896,0,0,268,0,0,0,0,0
575,1762970066160,0,0,268,0,0,0,0,0
576,1762970066278,0,0,268,0,0,0,0,0
