index,date,CONTROL_EVENT_FLAG_1,CONTROL_EVENT_FLAG_2,TORQUE_REF_RIGHT_MOTOR,TORQUE_REF_LEFT_MOTOR,1,2,3,4
0,1765895459405,192,0,0,0,0,0,0,0
1,1765895459638,192,0,0,0,0,0,0,0
2,1765895459854,192,0,0,0,0,0,0,0
3,1765895460088,192,0,0,0,0,0,0,0
4,1765895461369,192,0,0,0,0,0,0,0
5,1765895461870,192,0,0,0,0,0,0,0
6,1765895462402,192,0,0,0,0,0,0,0
7,1765895462935,192,0,0,0,0,0,0,0
8,1765895463467,192,0,0,0,0,0,0,0
9,1765895464017,192,0,0,0,0,0,0,0
10,1765895464584,192,0,0,0,0,0,0,0
11,1765895465099,192,0,0,0,0,0,0,0
12,1765895465682,192,0,0,0,0,0,0,0
13,1765895466767,192,0,0,0,0,0,0,0
14,1765895467315,192,0,0,0,0,0,0,0
15,1765895467914,192,0,0,0,0,0,0,0
16,1765895468431,192,0,0,0,0,0,0,0
17,1765895469846,192,0,0,0,0,0,0,0
18,1765895470362,192,0,0,0,0,0,0,0
19,1765895470913,192,0,0,0,0,0,0,0
20,1765895471394,192,0,0,0,0,0,0,0
21,1765895471927,192,0,0,0,0,0,0,0
22,1765895479388,192,0,0,0,0,0,0,0
23,1765895479905,192,0,0,0,0,0,0,0
24,1765895480404,192,0,0,0,0,0,0,0
25,1765895481840,192,0,0,0,0,0,0,0
26,1765895482369,192,0,0,0,0,0,0,0
27,1765895482852,192,0,0,0,0,0,0,0
28,1765895483401,192,0,0,0,0,0,0,0
29,1765895483952,192,0,0,0,0,0,0,0
30,1765895484550,192,0,0,0,0,0,0,0
31,1765895485083,192,0,0,0,0,0,0,0
32,1765895485566,192,0,0,0,0,0,0,0
33,1765895486133,192,0,0,0,0,0,0,0
34,1765895489229,0,0,0,0,0,0,0,0
35,1765895490827,0,0,0,0,0,0,0,0
36,1765895491361,0,0,0,0,0,0,0,0
37,1765895491877,0,0,0,0,0,0,0,0
38,1765895492743,0,0,0,0,0,0,0,0
39,1765895493226,0,0,0,0,0,0,0,0
40,1765895493775,0,0,0,0,0,0,0,0
41,1765895494291,0,0,0,0,0,0,0,0
42,1765895495390,0,0,0,0,0,0,0,0
43,1765895495909,0,0,0,0,0,0,0,0
44,1765895500653,0,4,0,0,0,0,0,0
45,1765895501236,0,4,0,0,0,0,0,0
46,1765895501736,0,4,0,0,0,0,0,0
47,1765895502286,0,5,0,0,0,0,0,0
48,1765895502801,0,5,0,0,0,0,0,0
49,1765895503335,0,5,0,0,0,0,0,0
50,1765895503851,0,5,0,0,0,0,0,0
51,1765895505250,0,5,0,0,0,0,0,0
52,1765895505799,0,5,0,0,0,0,0,0
53,1765895506315,0,5,0,0,0,0,0,0
54,1765895507680,0,5,0,0,0,0,0,0
55,1765895508214,0,5,0,0,0,0,0,0
56,1765895509913,0,5,488,488,0,0,0,0
57,1765895512660,0,5,347,347,0,0,0,0
58,1765895515076,0,5,316,316,0,0,0,0
59,1765895515641,0,5,293,293,0,0,0,0
60,1765895516175,0,5,264,264,0,0,0,0
61,1765895516740,0,5,233,233,0,0,0,0
62,1765895518155,0,5,209,209,0,0,0,0
63,1765895518671,0,5,209,209,0,0,0,0
64,1765895519206,0,5,210,210,0,0,0,0
65,1765895519687,0,5,213,213,0,0,0,0
66,1765895522203,0,5,221,221,0,0,0,0
67,1765895522720,0,5,206,206,0,0,0,0
68,1765895523251,0,5,202,202,0,0,0,0
69,1765895523801,0,5,187,187,0,0,0,0
70,1765895524351,0,5,195,195,0,0,0,0
71,1765895524902,0,5,211,211,0,0,0,0
72,1765895525450,0,5,222,222,0,0,0,0
73,1765895526017,0,5,252,252,0,0,0,0
74,1765895526533,0,5,3313,1009,0,0,0,0
75,1765895527065,0,5,241,241,0,0,0,0
76,1765895528165,0,5,305,305,0,0,0,0
77,1765895528763,0,5,327,327,0,0,0,0
78,1765895529330,0,5,417,417,0,0,0,0
79,1765895529863,0,5,336,336,0,0,0,0
80,1765895530945,0,5,297,297,0,0,0,0
81,1765895531478,0,5,262,262,0,0,0,0
82,1765895532044,0,5,266,266,0,0,0,0
83,1765895533094,0,5,189,189,0,0,0,0
84,1765895534509,32768,12293,2264,24792,0,0,0,0
85,1765895535075,0,5,218,218,0,0,0,0
86,1765895535543,0,5,157,157,0,0,0,0
87,1765895536125,0,5,195,195,0,0,0,0
