timestamp,THROTTLE,BRAKE,ECU_MODE_ID,TORQUE_GAIN,TORQUE_REF_LEFT_MOTOR,TORQUE_REF_RIGHT_MOTOR,LEFT_MOTOR_RPM,LEFT_MOTOR_TORQUE,LEFT_MOTOR_CURRENT,RIGHT_MOTOR_RPM,RIGHT_MOTOR_TORQUE,RIGHT_MOTOR_CURRENT,REAR_LEFT_WHEEL_SPEED,REAR_RIGHT_WHEEL_SPEED,FRONT_LEFT_WHEEL_SPEED,FRONT_RIGHT_WHEEL_SPEED,ACCEL_LONGITUDINAL,ACCEL_LATERAL,ACCEL_NORMAL,VEL_ANGULAR_YAW,VEL_ANGULAR_PITCH,VEL_ANGULAR_ROLL,ELETROBUILD_TEMPERATURE,STACK_1_CELL_1,STACK_1_CELL_2,STACK_1_CELL_3,STACK_1_CELL_4,STACK_2_CELL_1,STACK_2_CELL_2,STACK_2_CELL_3,STACK_2_CELL_4,STACK_3_CELL_1,STACK_3_CELL_2,STACK_3_CELL_3,STACK_3_CELL_4,STACK_4_CELL_1,STACK_4_CELL_2,STACK_4_CELL_3,STACK_4_CELL_4,STACK_5_CELL_1,STACK_5_CELL_2,STACK_5_CELL_3,STACK_5_CELL_4,STACK_6_CELL_1,STACK_6_CELL_2,STACK_6_CELL_3,STACK_6_CELL_4,MAX_VOLTAGE,MIN_VOLTAGE,SHUNT_CURRENT,BMS_MODE_ID,BMS_ERROR_ID,AIR_P,AIR_N,t,VEHICLE_SPEED,TOTAL_VOLTAGE,HODOMETRO
1765219160002,1000.0,0.0,2.0,25.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023302,0.0057339999999999995,0.991982,-0.7000000000000001,0.49000000000000005,0.0,28.81640625,3.32,3.33,3.32,3.32,3.32,3.32,3.32,3.32,3.34,3.34,3.34,3.34,3.32,3.32,3.32,3.32,3.32,3.33,3.32,3.32,3.33,3.34,3.33,3.33,3.34,3.32,45.0,1.0,0.0,0.0,1.0,654976,0.0,79.83,23.815086079708315
1765219160054,1000.0,0.0,2.0,25.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023302,0.0057339999999999995,0.991982,-0.7000000000000001,0.49000000000000005,0.0,28.81640625,3.32,3.33,3.32,3.32,3.32,3.32,3.32,3.32,3.34,3.34,3.34,3.34,3.32,3.32,3.32,3.32,3.32,3.33,3.32,3.32,3.33,3.34,3.33,3.33,3.34,3.32,45.0,1.0,0.0,0.0,1.0,655028,0.0,79.83,23.815086079708315
1765219160071,1000.0,0.0,2.0,25.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023302,0.0057339999999999995,0.991982,-0.7000000000000001,0.7000000000000001,-0.07,28.81640625,3.32,3.33,3.32,3.32,3.32,3.32,3.32,3.32,3.34,3.34,3.34,3.34,3.32,3.32,3.32,3.32,3.32,3.33,3.32,3.32,3.33,3.34,3.33,3.33,3.34,3.32,45.0,1.0,0.0,0.0,1.0,655045,0.0,79.83,23.815086079708315
1765219160137,1000.0,0.0,2.0,25.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023302,0.0057339999999999995,0.991982,-0.7000000000000001,0.7000000000000001,-0.07,29.00390625,3.33,3.33,3.33,3.32,3.32,3.32,3.32,3.32,3.34,3.34,3.34,3.34,3.32,3.32,3.32,3.32,3.32,3.33,3.32,3.32,3.33,3.34,3.33,3.33,3.34,3.32,45.0,1.0,0.0,0.0,1.0,655111,0.0,79.85,23.815086079708315
1765219160154,1000.0,0.0,2.0,25.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023302,0.0057339999999999995,0.991982,-0.7000000000000001,0.7000000000000001,-0.07,29.00390625,3.33,3.33,3.33,3.32,3.32,3.33,3.33,3.32,3.34,3.34,3.34,3.34,3.32,3.32,3.32,3.32,3.32,3.33,3.32,3.32,3.33,3.34,3.33,3.33,3.34,3.32,45.0,1.0,0.0,0.0,1.0,655128,0.0,79.86999999999999,23.815086079708315
1765219160171,1000.0,0.0,2.0,25.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023302,0.0057339999999999995,0.991982,-0.7000000000000001,0.7000000000000001,-0.07,29.00390625,3.33,3.33,3.33,3.32,3.32,3.33,3.33,3.32,3.34,3.34,3.34,3.34,3.32,3.32,3.32,3.32,3.32,3.33,3.32,3.32,3.33,3.34,3.33,3.33,3.34,3.32,45.0,1.0,0.0,0.0,1.0,655145,0.0,79.86999999999999,23.815086079708315
1765219160188,1000.0,0.0,2.0,25.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023302,0.0057339999999999995,0.991982,-0.7000000000000001,0.7000000000000001,-0.07,29.00390625,3.33,3.33,3.33,3.32,3.32,3.33,3.33,3.32,3.34,3.34,3.34,3.34,3.32,3.33,3.33,3.32,3.32,3.33,3.32,3.32,3.33,3.34,3.33,3.33,3.34,3.32,45.0,1.0,0.0,0.0,1.0,655162,0.0,79.88999999999999,23.815086079708315
1765219160204,1000.0,0.0,2.0,25.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023302,0.0057339999999999995,0.991982,-0.7000000000000001,0.7000000000000001,-0.07,29.00390625,3.33,3.33,3.33,3.32,3.32,3.33,3.33,3.32,3.34,3.34,3.34,3.34,3.32,3.33,3.33,3.32,3.33,3.33,3.33,3.32,3.34,3.34,3.34,3.34,3.34,3.32,45.0,1.0,0.0,0.0,1.0,655178,0.0,79.94,23.815086079708315
1765219160237,1000.0,0.0,2.0,25.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023424,0.0037819999999999998,0.99369,-0.7000000000000001,0.7000000000000001,-0.07,29.00390625,3.33,3.33,3.33,3.32,3.32,3.33,3.33,3.32,3.34,3.34,3.34,3.34,3.32,3.33,3.33,3.32,3.33,3.33,3.33,3.32,3.34,3.34,3.34,3.34,3.34,3.32,45.0,1.0,0.0,0.0,1.0,655211,0.0,79.94,23.815086079708315
1765219160254,0.0,0.0,2.0,25.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023424,0.0037819999999999998,0.99369,-0.7000000000000001,0.7000000000000001,-0.07,29.00390625,3.33,3.33,3.33,3.32,3.32,3.33,3.33,3.32,3.34,3.34,3.34,3.34,3.32,3.33,3.33,3.32,3.33,3.33,3.33,3.32,3.34,3.34,3.34,3.34,3.34,3.32,45.0,1.0,0.0,0.0,1.0,655228,0.0,79.94,23.815086079708315
1765219160270,0.0,0.0,2.0,25.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023424,0.0037819999999999998,0.99369,-0.7000000000000001,0.42000000000000004,0.0,28.98828125,3.33,3.33,3.33,3.32,3.32,3.33,3.33,3.32,3.34,3.34,3.34,3.34,3.32,3.33,3.33,3.32,3.33,3.33,3.33,3.32,3.34,3.34,3.34,3.34,3.34,3.32,45.0,1.0,0.0,0.0,1.0,655244,0.0,79.94,23.815086079708315
1765219160304,0.0,0.0,2.0,25.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023424,0.0037819999999999998,0.99369,-0.7000000000000001,0.42000000000000004,0.0,28.98828125,3.33,3.33,3.33,3.32,3.32,3.33,3.33,3.32,3.34,3.34,3.34,3.34,3.32,3.33,3.33,3.32,3.33,3.33,3.33,3.32,3.34,3.34,3.34,3.34,3.34,3.32,45.0,1.0,0.0,0.0,1.0,655278,0.0,79.94,23.815086079708315
1765219160320,0.0,0.0,2.0,25.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023424,0.0037819999999999998,0.99369,-0.7000000000000001,0.42000000000000004,0.0,28.98828125,3.33,3.33,3.33,3.32,3.32,3.33,3.33,3.32,3.34,3.34,3.34,3.34,3.32,3.33,3.33,3.32,3.33,3.33,3.33,3.32,3.34,3.34,3.34,3.34,3.34,3.32,45.0,1.0,0.0,0.0,1.0,655294,0.0,79.94,23.815086079708315
